ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Morpheme_Index
Kayan-229_putonwear-1-1,Kayan-229_putonwear-1,θauɁ⁴⁵,2755,false,expert,,,,,1
Kayan-230_putonanecklacewear-1-1,Kayan-230_putonanecklacewear-1,liɁ²¹,2744,false,expert,,,,,1
Kayan-231_putoutthetongue-1-1,Kayan-231_putoutthetongue-1,ljaŋ¹¹,2768,false,expert,,,,,1
Kayan-232_quail-1-1,Kayan-232_quail-1,rwiɁ⁴⁵,2778,false,expert,,,,,1
Kayan-233_rabbithare-1-1,Kayan-233_rabbithare-1,dɛ⁵³,2791,false,expert,,,,,1
Kayan-234_raisefeedanimals-1-1,Kayan-234_raisefeedanimals-1,bəɨ¹¹,2804,false,expert,,,,,1
Kayan-235_rattan-1-1,Kayan-235_rattan-1,rai¹¹,2813,false,expert,,,,,1
Kayan-236_reachinto-1-1,Kayan-236_reachinto-1,bɔɁ⁴⁵,2825,false,expert,,,,,1
Kayan-237_resin-1-1,Kayan-237_resin-1,thɔɁ⁴⁵,2836,false,expert,,,,,1
Kayan-238_rightside-1-1,Kayan-238_rightside-1,thwɛ⁵³,2846,false,expert,,,,,1
Kayan-239_ripecooked-1-1,Kayan-239_ripecooked-1,mjəŋ⁵³,2858,false,expert,,,,,1
Kayan-240_roastbystuffingintofreshbamboosections-1-1,Kayan-240_roastbystuffingintofreshbamboosections-1,te³³,2871,false,expert,,,,,1
Kayan-241_root-1-1,Kayan-241_root-1,rwi¹¹,2881,false,expert,,,,,1
Kayan-242_rottenbadsmell-1-1,Kayan-242_rottenbadsmell-1,θə⁵³,2893,false,expert,,,,,1
Kayan-244_salt-1-1,Kayan-244_salt-1,θa¹¹,2910,false,expert,,,,,1
Kayan-245_saltysweet-1-1,Kayan-245_saltysweet-1,chɨ⁵³,2922,false,expert,,,,,1
Kayan-246_sand-1-1,Kayan-246_sand-1,mɛɁ⁴⁵,2934,false,expert,,,,,1
Kayan-247_scaleoffish-1-1,Kayan-247_scaleoffish-1,be¹¹,2942,false,expert,,,,,1
Kayan-248_sell-1-1,Kayan-248_sell-1,cha⁵³,2953,false,expert,,,,,1
Kayan-249_serowmountaingoat-1-1,Kayan-249_serowmountaingoat-1,jai³³,2966,false,expert,,,,,1
Kayan-250_seven-1-1,Kayan-250_seven-1,nwɛ⁵³,2973,false,expert,,,,,1
Kayan-251_sew-1-1,Kayan-251_sew-1,chaɁ⁴⁵,2986,false,expert,,,,,1
Kayan-253_sheep-1-1,Kayan-253_sheep-1,θɔ³³,3006,false,expert,,,,,1
Kayan-254_shivering-1-1,Kayan-254_shivering-1,kaɁ²¹nauɁ⁴⁵,3018,false,expert,,,,,1
Kayan-254_shivering-1-2,Kayan-254_shivering-1,kaɁ²¹nauɁ⁴⁵,3017,false,expert,,,,,2
Kayan-255_shootv-1-1,Kayan-255_shootv-1,khaɁ⁴⁵,3034,false,expert,,,,,1
Kayan-256_shortlow-1-1,Kayan-256_shortlow-1,phəɨ¹¹,3047,false,expert,,,,,1
Kayan-257_shoulder-1-1,Kayan-257_shoulder-1,ble⁵³,3059,false,expert,,,,,1
Kayan-259_six-1-1,Kayan-259_six-1,chu⁵³,3077,false,expert,,,,,1
Kayan-260_skink-1-1,Kayan-260_skink-1,plɛɁ²¹,3088,false,expert,,,,,1
Kayan-261_sleeping-1-1,Kayan-261_sleeping-1,mai⁵³nai¹¹,1981,false,expert,,,,,1
Kayan-261_sleeping-1-2,Kayan-261_sleeping-1,mai⁵³nai¹¹,3103,false,expert,,,,,2
Kayan-262_slippery-1-1,Kayan-262_slippery-1,blai⁵³,3113,false,expert,,,,,1
Kayan-263_smellv-1-1,Kayan-263_smellv-1,nɨ³³,3125,false,expert,,,,,1
Kayan-265_snailwater-1-1,Kayan-265_snailwater-1,ŋwi¹¹,3144,false,expert,,,,,1
Kayan-266_snake-1-1,Kayan-266_snake-1,rəu¹¹,3154,false,expert,,,,,1
Kayan-267_soninlaw-1-1,Kayan-267_soninlaw-1,maɁ²¹,3167,false,expert,,,,,1
Kayan-268_sour-1-1,Kayan-268_sour-1,ɕi¹¹,3179,false,expert,,,,,1
Kayan-269_spider-1-1,Kayan-269_spider-1,kaŋ³³,3192,false,expert,,,,,1
Kayan-270_spitv-1-1,Kayan-270_spitv-1,thu⁵³,3205,false,expert,,,,,1
Kayan-273_sprayv-1-1,Kayan-273_sprayv-1,phru⁵³,3236,false,expert,,,,,1
Kayan-274_spreadoutamat-1-1,Kayan-274_spreadoutamat-1,da⁵³,3246,false,expert,,,,,1
Kayan-275_squeezemassage-1-1,Kayan-275_squeezemassage-1,ci¹¹,3259,false,expert,,,,,1
Kayan-277_standv-1-1,Kayan-277_standv-1,thə¹¹,3282,false,expert,,,,,1
Kayan-278_star-1-1,Kayan-278_star-1,cha¹¹,3295,false,expert,,,,,1
Kayan-279_stealv-1-1,Kayan-279_stealv-1,hu¹¹,3308,false,expert,,,,,1
Kayan-280_stingy-1-1,Kayan-280_stingy-1,ci¹¹,3317,false,expert,,,,,1
Kayan-281_stomach-1-1,Kayan-281_stomach-1,phu⁵³,3324,false,expert,,,,,1
Kayan-282_stonerock-1-1,Kayan-282_stonerock-1,ləu¹¹,3338,false,expert,,,,,1
Kayan-283_stringrope-1-1,Kayan-283_stringrope-1,pɨ³³,3351,false,expert,,,,,1
Kayan-284_suck-1-1,Kayan-284_suck-1,cwiɁ⁴⁵,3364,false,expert,,,,,1
Kayan-285_sun-1-1,Kayan-285_sun-1,mɨ¹¹,3375,false,expert,,,,,1
Kayan-286_sunlighthot-1-1,Kayan-286_sunlighthot-1,kau¹¹,3388,false,expert,,,,,1
Kayan-288_swollenswelling-1-1,Kayan-288_swollenswelling-1,ɈauɁ⁴⁵,3410,false,expert,,,,,1
Kayan-289_tail-1-1,Kayan-289_tail-1,mai¹¹,3423,false,expert,,,,,1
Kayan-290_tastelessfaded-1-1,Kayan-290_tastelessfaded-1,bla⁵³,3436,false,expert,,,,,1
Kayan-291_ten-1-1,Kayan-291_ten-1,thɨ⁵³,3445,false,expert,,,,,1
Kayan-292_tendon-1-1,Kayan-292_tendon-1,thu¹¹,3458,false,expert,,,,,1
Kayan-293_termite-1-1,Kayan-293_termite-1,baɁ²¹Ɂu⁵³,3466,false,expert,,,,,1
Kayan-293_termite-1-2,Kayan-293_termite-1,baɁ²¹Ɂu⁵³,3468,false,expert,,,,,2
Kayan-294_termitewinged-1-1,Kayan-294_termitewinged-1,pi¹¹,3485,false,expert,,,,,1
Kayan-295_termitemound-1-1,Kayan-295_termitemound-1,bləu¹¹,3500,false,expert,,,,,1
Kayan-296_thick-1-1,Kayan-296_thick-1,dɨ⁵³,3511,false,expert,,,,,1
Kayan-297_thinasofcloth-1-1,Kayan-297_thinasofcloth-1,bɨ⁵³,3518,false,expert,,,,,1
Kayan-298_thousand-1-1,Kayan-298_thousand-1,re⁵³,3528,false,expert,,,,,1
Kayan-299_threadaneedle-1-1,Kayan-299_threadaneedle-1,tu¹¹,3545,false,expert,,,,,1
Kayan-300_three-1-1,Kayan-300_three-1,θə⁵³,3557,false,expert,,,,,1
Kayan-301_tick-1-1,Kayan-301_tick-1,khɨ¹¹,3570,false,expert,,,,,1
Kayan-302_tieastring-1-1,Kayan-302_tieastring-1,cə⁵³,3581,false,expert,,,,,1
Kayan-303_tiger-1-1,Kayan-303_tiger-1,khai⁵³,3594,false,expert,,,,,1
Kayan-304_tilted-1-1,Kayan-304_tilted-1,khi⁵³,3607,false,expert,,,,,1
Kayan-305_toad-1-1,Kayan-305_toad-1,dai¹¹θu¹¹,1498,false,expert,,,,,1
Kayan-305_toad-1-2,Kayan-305_toad-1,dai¹¹θu¹¹,3618,false,expert,,,,,2
Kayan-307_tongue-1-1,Kayan-307_tongue-1,plai³³,3654,false,expert,,,,,1
Kayan-308_torn-1-1,Kayan-308_torn-1,tuɁ²¹,3667,false,expert,,,,,1
Kayan-309_tortoise-1-1,Kayan-309_tortoise-1,khlɨɁ⁴⁵,3680,false,expert,,,,,1
Kayan-310_tread-1-1,Kayan-310_tread-1,Ɉaŋ¹¹,3693,false,expert,,,,,1
Kayan-311_trunkofatreefirewood-1-1,Kayan-311_trunkofatreefirewood-1,mə¹¹,3704,false,expert,,,,,1
Kayan-312_trunkofanelephant-1-1,Kayan-312_trunkofanelephant-1,mɔ³³,3713,false,expert,,,,,1
Kayan-313_two-1-1,Kayan-313_two-1,ŋɨ⁵³,3726,false,expert,,,,,1
Kayan-316_vomitv-1-1,Kayan-316_vomitv-1,phrauɁ⁴⁵,3763,false,expert,,,,,1
Kayan-320_warm-1-1,Kayan-320_warm-1,la³³,3818,false,expert,,,,,1
Kayan-321_washtheface-1-1,Kayan-321_washtheface-1,pla¹¹,3850,false,expert,,,,,1
Kayan-322_washclothes-1-1,Kayan-322_washclothes-1,chu¹¹,3839,false,expert,,,,,1
Kayan-323_wasp-1-1,Kayan-323_wasp-1,dauɁ⁴⁵dai⁵³,3863,false,expert,,,,,1
Kayan-323_wasp-1-2,Kayan-323_wasp-1,dauɁ⁴⁵dai⁵³,2413,false,expert,,,,,2
Kayan-324_water-1-1,Kayan-324_water-1,thɨ⁵³,3878,false,expert,,,,,1
Kayan-325_wearashoulderbag-1-1,Kayan-325_wearashoulderbag-1,ɕi⁵³,3891,false,expert,,,,,1
Kayan-326_weaveclothloom-1-1,Kayan-326_weaveclothloom-1,tha¹¹,3916,false,expert,,,,,1
Kayan-327_weavebaskets-1-1,Kayan-327_weavebaskets-1,thi⁵³,3903,false,expert,,,,,1
Kayan-328_weevil-1-1,Kayan-328_weevil-1,ro¹¹,3927,false,expert,,,,,1
Kayan-329_wet-1-1,Kayan-329_wet-1,cau¹¹,3938,false,expert,,,,,1
Kayan-330_white-1-1,Kayan-330_white-1,bau⁵³,3951,false,expert,,,,,1
Kayan-331_wide-1-1,Kayan-331_wide-1,lɛ¹¹,3963,false,expert,,,,,1
Kayan-332_wife-1-1,Kayan-332_wife-1,ma⁵³,3977,false,expert,,,,,1
Kayan-333_wild-1-1,Kayan-333_wild-1,mi³³,316,false,expert,,,,,1
Kayan-334_win-1-1,Kayan-334_win-1,nɨ³³,4002,false,expert,,,,,1
Kayan-337_yampotato-1-1,Kayan-337_yampotato-1,nwɛ¹¹,4039,false,expert,,,,,1
Kayan-338_year-1-1,Kayan-338_year-1,ne¹¹,4051,false,expert,,,,,1
Kayan-339_yellow-1-1,Kayan-339_yellow-1,baŋ⁵³,4064,false,expert,,,,,1
Kayan-340_yes-1-1,Kayan-340_yes-1,mwɛ¹¹,4074,false,expert,,,,,1
Kayan-341_youngsofttender-1-1,Kayan-341_youngsofttender-1,ca¹¹,4085,false,expert,,,,,1
Kayaw-1_allallgonewhole-1-1,Kayaw-1_allallgonewhole-1,lə³³,10,false,expert,,,,,1
Kayaw-2_ant-1-1,Kayaw-2_ant-1,tə¹¹,21,false,expert,,,,,1
Kayaw-3_arrive-1-1,Kayaw-3_arrive-1,tə¹¹,33,false,expert,,,,,1
Kayaw-4_arrowdart-1-1,Kayaw-4_arrowdart-1,ple¹¹,46,false,expert,,,,,1
Kayaw-5_ascendgouprise-1-1,Kayaw-5_ascendgouprise-1,hɔ¹¹,60,false,expert,,,,,1
Kayaw-6_ashesfireplace-1-1,Kayaw-6_ashesfireplace-1,pha¹¹,72,false,expert,,,,,1
Kayaw-9_bamboorat-1-1,Kayaw-9_bamboorat-1,khɔ⁵⁵,103,false,expert,,,,,1
Kayaw-10_bamboostrip-1-1,Kayaw-10_bamboostrip-1,sa⁵⁵,126,false,expert,,,,,1
Kayaw-11_bambooshoot-1-1,Kayaw-11_bambooshoot-1,bɔ¹¹,114,false,expert,,,,,1
Kayaw-12_barknleatherskin-1-1,Kayaw-12_barknleatherskin-1,phe³³,138,false,expert,,,,,1
Kayaw-13_bat-1-1,Kayaw-13_bat-1,pla¹¹,149,false,expert,,,,,1
Kayaw-14_bathe-1-1,Kayaw-14_bathe-1,lu¹¹,161,false,expert,,,,,1
Kayaw-15_bearanimal-1-1,Kayaw-15_bearanimal-1,thɔ⁵⁵,171,false,expert,,,,,1
Kayaw-16_bedbug-1-1,Kayaw-16_bedbug-1,cɔ³³,183,false,expert,,,,,1
Kayaw-17_beeapiscerana-1-1,Kayaw-17_beeapiscerana-1,hwɛ³³,191,false,expert,,,,,1
Kayaw-18_beeapisdorsata-1-1,Kayaw-18_beeapisdorsata-1,ni⁵⁵,203,false,expert,,,,,1
Kayaw-19_believe-1-1,Kayaw-19_believe-1,jɨ¹¹,217,false,expert,,,,,1
Kayaw-20_belowunderunderneath-1-1,Kayaw-20_belowunderunderneath-1,lɔ³³,224,false,expert,,,,,1
Kayaw-21_biglarge-1-1,Kayaw-21_biglarge-1,du¹¹,242,false,expert,,,,,1
Kayaw-22_bird-1-1,Kayaw-22_bird-1,thu¹¹,253,false,expert,,,,,1
Kayaw-24_bitter-1-1,Kayaw-24_bitter-1,kha¹¹,275,false,expert,,,,,1
Kayaw-25_blood-1-1,Kayaw-25_blood-1,su¹¹,11,false,expert,,,,,1
Kayaw-26_blowafire-1-1,Kayaw-26_blowafire-1,Ɂu⁵⁵,302,false,expert,,,,,1
Kayaw-27_boarwild-1-1,Kayaw-27_boarwild-1,tho³³mi³³,315,false,expert,,,,,1
Kayaw-27_boarwild-1-2,Kayaw-27_boarwild-1,tho³³mi³³,316,false,expert,,,,,2
Kayaw-28_boat-1-1,Kayaw-28_boat-1,kli⁵⁵,336,false,expert,,,,,1
Kayaw-29_bodydirt-1-1,Kayaw-29_bodydirt-1,ci¹¹,348,false,expert,,,,,1
Kayaw-30_boilv-1-1,Kayaw-30_boilv-1,pho⁵⁵,359,false,expert,,,,,1
Kayaw-31_bone-1-1,Kayaw-31_bone-1,chu³³,371,false,expert,,,,,1
Kayaw-32_braid-1-1,Kayaw-32_braid-1,si¹¹,383,false,expert,,,,,1
Kayaw-33_brain-1-1,Kayaw-33_brain-1,nə³³,17,false,expert,,,,,1
Kayaw-33_brain-1-2,Kayaw-33_brain-1,nə³³,394,false,expert,,,,,2
Kayaw-34_branchaff-1-1,Kayaw-34_branchaff-1,phi⁵⁵,408,false,expert,,,,,1
Kayaw-35_breasts-1-1,Kayaw-35_breasts-1,nu¹¹,420,false,expert,,,,,1
Kayaw-36_brokensplitseparate-1-1,Kayaw-36_brokensplitseparate-1,phɔ³³,431,false,expert,,,,,1
Kayaw-37_buffalo-1-1,Kayaw-37_buffalo-1,pa³³na¹¹,444,false,expert,,,,,1
Kayaw-37_buffalo-1-2,Kayaw-37_buffalo-1,pa³³na¹¹,445,false,expert,,,,,2
Kayaw-38_buy-1-1,Kayaw-38_buy-1,pri³³,469,false,expert,,,,,1
Kayaw-39_caress-1-1,Kayaw-39_caress-1,phu⁵⁵,495,false,expert,,,,,1
Kayaw-40_carryontheback-1-1,Kayaw-40_carryontheback-1,phɨ¹¹,506,false,expert,,,,,1
Kayaw-41_caterpillar-1-1,Kayaw-41_caterpillar-1,si³³,514,false,expert,,,,,1
Kayaw-42_catfish-1-1,Kayaw-42_catfish-1,ku¹¹,527,false,expert,,,,,1
Kayaw-43_carapaceshell-1-1,Kayaw-43_carapaceshell-1,Ɂa¹¹kɨ⁵⁵,482,false,expert,,,,,1
Kayaw-43_carapaceshell-1-2,Kayaw-43_carapaceshell-1,Ɂa¹¹kɨ⁵⁵,483,false,expert,,,,,2
Kayaw-45_chameleon-1-1,Kayaw-45_chameleon-1,khi¹¹,555,false,expert,,,,,1
Kayaw-46_charcoal-1-1,Kayaw-46_charcoal-1,su¹¹,567,false,expert,,,,,1
Kayaw-47_chicken-1-1,Kayaw-47_chicken-1,ɕi⁵⁵,579,false,expert,,,,,1
Kayaw-48_chilipepperpungent-1-1,Kayaw-48_chilipepperpungent-1,hɛ³³,592,false,expert,,,,,1
Kayaw-49_chinjaw-1-1,Kayaw-49_chinjaw-1,kha¹¹,603,false,expert,,,,,1
Kayaw-51_civetcat-1-1,Kayaw-51_civetcat-1,thu¹¹,625,false,expert,,,,,1
Kayaw-52_classifierhandofbananas-1-1,Kayaw-52_classifierhandofbananas-1,si¹¹,646,false,expert,,,,,1
Kayaw-53_classifierforflatobjects-1-1,Kayaw-53_classifierforflatobjects-1,ba¹¹,666,false,expert,,,,,1
Kayaw-54_classifierforpeoplepersons-1-1,Kayaw-54_classifierforpeoplepersons-1,ra³³,696,false,expert,,,,,1
Kayaw-55_classifierforapieceofmeatcakeetc-1-1,Kayaw-55_classifierforapieceofmeatcakeetc-1,plo¹¹,656,false,expert,,,,,1
Kayaw-57_classfierforroundobjects-1-1,Kayaw-57_classfierforroundobjects-1,phlə¹¹,634,false,expert,,,,,1
Kayaw-58_classifierforlongobjects-1-1,Kayaw-58_classifierforlongobjects-1,bo⁵⁵,686,false,expert,,,,,1
Kayaw-59_classifierforfourleggedanimals-1-1,Kayaw-59_classifierforfourleggedanimals-1,də⁵⁵,677,false,expert,,,,,1
Kayaw-60_closeoneseyes-1-1,Kayaw-60_closeoneseyes-1,bi¹¹,716,false,expert,,,,,1
Kayaw-61_combv-1-1,Kayaw-61_combv-1,khi³³,725,false,expert,,,,,1
Kayaw-62_cottonthread-1-1,Kayaw-62_cottonthread-1,lu¹¹,737,false,expert,,,,,1
Kayaw-63_coughv-1-1,Kayaw-63_coughv-1,khɨ³³,750,false,expert,,,,,1
Kayaw-64_crab-1-1,Kayaw-64_crab-1,chɛ¹¹,763,false,expert,,,,,1
Kayaw-65_cricket-1-1,Kayaw-65_cricket-1,_ki⁵⁵,776,false,expert,,,,,1
Kayaw-66_crocodile-1-1,Kayaw-66_crocodile-1,ma¹¹,788,false,expert,,,,,1
Kayaw-67_cropoffowlgizzard-1-1,Kayaw-67_cropoffowlgizzard-1,ki¹¹ni⁵⁵,800,false,expert,,,,,1
Kayaw-67_cropoffowlgizzard-1-2,Kayaw-67_cropoffowlgizzard-1,ki¹¹ni⁵⁵,801,false,expert,,,,,2
Kayaw-68_crossv-1-1,Kayaw-68_crossv-1,khɔ⁵⁵,815,false,expert,,,,,1
Kayaw-69_crossbow-1-1,Kayaw-69_crossbow-1,khli¹¹,823,false,expert,,,,,1
Kayaw-70_crowv-1-1,Kayaw-70_crowv-1,Ɂu¹¹,835,false,expert,,,,,1
Kayaw-71_crushv-1-1,Kayaw-71_crushv-1,no¹¹,848,false,expert,,,,,1
Kayaw-72_cucumber-1-1,Kayaw-72_cucumber-1,di⁵⁵,859,false,expert,,,,,1
Kayaw-73_darklateevening-1-1,Kayaw-73_darklateevening-1,khi³³,870,false,expert,,,,,1
Kayaw-74_daughterinlaw-1-1,Kayaw-74_daughterinlaw-1,dɛ¹¹,883,false,expert,,,,,1
Kayaw-75_day-1-1,Kayaw-75_day-1,ni³³,894,false,expert,,,,,1
Kayaw-76_deaddie-1-1,Kayaw-76_deaddie-1,si⁵⁵,906,false,expert,,,,,1
Kayaw-77_deaf-1-1,Kayaw-77_deaf-1,Ɂə⁵⁵,918,false,expert,,,,,1
Kayaw-79_deerbarking-1-1,Kayaw-79_deerbarking-1,khi⁵⁵,942,false,expert,,,,,1
Kayaw-80_deersambha-1-1,Kayaw-80_deersambha-1,khə³³,953,false,expert,,,,,1
Kayaw-81_delicious-1-1,Kayaw-81_delicious-1,wi¹¹,969,false,expert,,,,,1
Kayaw-82_descentgodownset-1-1,Kayaw-82_descentgodownset-1,lɔ³³,979,false,expert,,,,,1
Kayaw-83_dig-1-1,Kayaw-83_dig-1,khu¹¹,992,false,expert,,,,,1
Kayaw-84_dipup-1-1,Kayaw-84_dipup-1,du¹¹,1003,false,expert,,,,,1
Kayaw-85_dipterocarpustuberculatusroxb-1-1,Kayaw-85_dipterocarpustuberculatusroxb-1,thə⁵⁵,1,false,expert,,,,,1
Kayaw-86_disappearlost-1-1,Kayaw-86_disappearlost-1,ma¹¹,1013,false,expert,,,,,1
Kayaw-87_dog-1-1,Kayaw-87_dog-1,thi¹¹,1040,false,expert,,,,,1
Kayaw-88_domake-1-1,Kayaw-88_domake-1,ma³³,1027,false,expert,,,,,1
Kayaw-89_dove-1-1,Kayaw-89_dove-1,li¹¹,1053,false,expert,,,,,1
Kayaw-90_dreamv-1-1,Kayaw-90_dreamv-1,mɔ¹¹,1065,false,expert,,,,,1
Kayaw-91_drinkv-1-1,Kayaw-91_drinkv-1,Ɂo⁵⁵,1080,false,expert,,,,,1
Kayaw-92_dryv-1-1,Kayaw-92_dryv-1,lo⁵⁵,1104,false,expert,,,,,1
Kayaw-93_drunk-1-1,Kayaw-93_drunk-1,mʉ³³,1091,false,expert,,,,,1
Kayaw-94_dungexcrement-1-1,Kayaw-94_dungexcrement-1,Ɂi¹¹,1116,false,expert,,,,,1
Kayaw-95_ear-1-1,Kayaw-95_ear-1,na¹¹,1129,false,expert,,,,,1
Kayaw-96_earthworm-1-1,Kayaw-96_earthworm-1,je³³,1142,false,expert,,,,,1
Kayaw-97_easy-1-1,Kayaw-97_easy-1,ju⁵⁵,1149,false,expert,,,,,1
Kayaw-98_eat-1-1,Kayaw-98_eat-1,Ɂɔ¹¹,1160,false,expert,,,,,1
Kayaw-99_egg-1-1,Kayaw-99_egg-1,di¹¹,1173,false,expert,,,,,1
Kayaw-100_eggplant-1-1,Kayaw-100_eggplant-1,-kɔ³³,1186,false,expert,,,,,1
Kayaw-101_eight-1-1,Kayaw-101_eight-1,-xɔ¹¹,1195,false,expert,,,,,1
Kayaw-102_elephant-1-1,Kayaw-102_elephant-1,rɔ¹¹chɔ⁵⁵,1208,false,expert,,,,,1
Kayaw-102_elephant-1-2,Kayaw-102_elephant-1,rɔ¹¹chɔ⁵⁵,1207,false,expert,,,,,2
Kayaw-103_embracehug-1-1,Kayaw-103_embracehug-1,pho³³,1226,false,expert,,,,,1
Kayaw-104_enter-1-1,Kayaw-104_enter-1,nu³³,1237,false,expert,,,,,1
Kayaw-105_exertforcingtoexpel-1-1,Kayaw-105_exertforcingtoexpel-1,chu⁵⁵,1247,false,expert,,,,,1
Kayaw-106_extinguishtv-1-1,Kayaw-106_extinguishtv-1,pi³³,1255,false,expert,,,,,1
Kayaw-108_falldown-1-1,Kayaw-108_falldown-1,te³³,1277,false,expert,,,,,1
Kayaw-109_fatadj-1-1,Kayaw-109_fatadj-1,bu¹¹,1290,false,expert,,,,,1
Kayaw-110_featherfurbodyhair-1-1,Kayaw-110_featherfurbodyhair-1,ɕu¹¹,1301,false,expert,,,,,1
Kayaw-111_feelfullaftereating-1-1,Kayaw-111_feelfullaftereating-1,kə³³,1314,false,expert,,,,,1
Kayaw-112_femalewoman-1-1,Kayaw-112_femalewoman-1,mɨ¹¹,1337,false,expert,,,,,1
Kayaw-113_femalehumansmother-1-1,Kayaw-113_femalehumansmother-1,mu¹¹,1323,false,expert,,,,,1
Kayaw-114_fire-1-1,Kayaw-114_fire-1,mi,1350,false,expert,,,,,1
Kayaw-115_fish-1-1,Kayaw-115_fish-1,tɔ³³,1363,false,expert,,,,,1
Kayaw-116_five-1-1,Kayaw-116_five-1,jɛ³³,1372,false,expert,,,,,1
Kayaw-117_flankrib-1-1,Kayaw-117_flankrib-1,rə³³,1385,false,expert,,,,,1
Kayaw-119_flea-1-1,Kayaw-119_flea-1,kle³³,6,false,expert,,,,,1
Kayaw-120_fleshmeat-1-1,Kayaw-120_fleshmeat-1,ja¹¹,1420,false,expert,,,,,1
Kayaw-121_flower-1-1,Kayaw-121_flower-1,pho⁵⁵,1432,false,expert,,,,,1
Kayaw-122_forget-1-1,Kayaw-122_forget-1,pe³³,1455,false,expert,,,,,1
Kayaw-123_forestjungle-1-1,Kayaw-123_forestjungle-1,ka⁵⁵,1443,false,expert,,,,,1
Kayaw-124_four-1-1,Kayaw-124_four-1,li⁵⁵,1464,false,expert,,,,,1
Kayaw-125_foxwolf-1-1,Kayaw-125_foxwolf-1,thi¹¹mi³³,1040,false,expert,,,,,1
Kayaw-125_foxwolf-1-2,Kayaw-125_foxwolf-1,thi¹¹mi³³,316,false,expert,,,,,2
Kayaw-126_frog-1-1,Kayaw-126_frog-1,di¹¹,1498,false,expert,,,,,1
Kayaw-128_fruit-1-1,Kayaw-128_fruit-1,sa¹¹,1519,false,expert,,,,,1
Kayaw-129_full-1-1,Kayaw-129_full-1,bɛ⁵⁵,1530,false,expert,,,,,1
Kayaw-130_ginger-1-1,Kayaw-130_ginger-1,Ɂe⁵⁵,1539,false,expert,,,,,1
Kayaw-131_go-1-1,Kayaw-131_go-1,lɛ³³,1554,false,expert,,,,,1
Kayaw-132_grasshopper-1-1,Kayaw-132_grasshopper-1,dɛ¹¹,1577,false,expert,,,,,1
Kayaw-133_grandchild-1-1,Kayaw-133_grandchild-1,li³³,1565,false,expert,,,,,1
Kayaw-134_greatgrandchild-1-1,Kayaw-134_greatgrandchild-1,lu³³,1588,false,expert,,,,,1
Kayaw-135_greatgreatgandchild-1-1,Kayaw-135_greatgreatgandchild-1,la³³,1599,false,expert,,,,,1
Kayaw-136_hairhead-1-1,Kayaw-136_hairhead-1,khu¹¹lu³³,1611,false,expert,,,,,1
Kayaw-136_hairhead-1-2,Kayaw-136_hairhead-1,khu¹¹lu³³,1612,false,expert,,,,,2
Kayaw-137_handle-1-1,Kayaw-137_handle-1,tu¹¹,1632,false,expert,,,,,1
Kayaw-138_hat-1-1,Kayaw-138_hat-1,klə¹¹,1643,false,expert,,,,,1
Kayaw-139_hawkeagle-1-1,Kayaw-139_hawkeagle-1,le³³,1664,false,expert,,,,,1
Kayaw-140_havebeexiststaythereis-1-1,Kayaw-140_havebeexiststaythereis-1,Ɂo¹¹,1652,false,expert,,,,,1
Kayaw-141_head-1-1,Kayaw-141_head-1,kɨ³³,1676,false,expert,,,,,1
Kayaw-142_heart-1-1,Kayaw-142_heart-1,sɔ³³,1687,false,expert,,,,,1
Kayaw-143_heavy-1-1,Kayaw-143_heavy-1,thə¹¹,1700,false,expert,,,,,1
Kayaw-144_hemp-1-1,Kayaw-144_hemp-1,so¹¹,1708,false,expert,,,,,1
Kayaw-145_hip-1-1,Kayaw-145_hip-1,ka¹¹,1720,false,expert,,,,,1
Kayaw-146_hithardwithafist-1-1,Kayaw-146_hithardwithafist-1,thə¹¹,1732,false,expert,,,,,1
Kayaw-147_horn-1-1,Kayaw-147_horn-1,nə,1742,false,expert,,,,,1
Kayaw-148_hornet-1-1,Kayaw-148_hornet-1,phrɨ⁵⁵,1755,false,expert,,,,,1
Kayaw-149_horse-1-1,Kayaw-149_horse-1,si³³ri³³,1767,false,expert,,,,,1
Kayaw-149_horse-1-2,Kayaw-149_horse-1,si³³ri³³,1769,false,expert,,,,,2
Kayaw-150_hundred-1-1,Kayaw-150_hundred-1,ja³³,1786,false,expert,,,,,1
Kayaw-151_husband-1-1,Kayaw-151_husband-1,wu³³,1803,false,expert,,,,,1
Kayaw-152_illpainfulsick-1-1,Kayaw-152_illpainfulsick-1,cha⁵⁵,1815,false,expert,,,,,1
Kayaw-153_insect-1-1,Kayaw-153_insect-1,ca¹¹,1829,false,expert,,,,,1
Kayaw-154_intestines-1-1,Kayaw-154_intestines-1,pre³³,1840,false,expert,,,,,1
Kayaw-155_iron-1-1,Kayaw-155_iron-1,thɔ³³,1853,false,expert,,,,,1
Kayaw-156_itchy-1-1,Kayaw-156_itchy-1,sɔ³³,1866,false,expert,,,,,1
Kayaw-157_kidney-1-1,Kayaw-157_kidney-1,li¹¹,1878,false,expert,,,,,1
Kayaw-158_leaf-1-1,Kayaw-158_leaf-1,la¹¹,1894,false,expert,,,,,1
Kayaw-159_leechland-1-1,Kayaw-159_leechland-1,su³³,1907,false,expert,,,,,1
Kayaw-160_leechwater-1-1,Kayaw-160_leechwater-1,su¹¹li³³,1920,false,expert,,,,,1
